Area,Location,Bedrooms,Bathrooms,Year Built,Nearby Metro,Price
2944,Kolkata,3,1,2003,No,115.34
1618,Mumbai,2,2,2021,Yes,71.73
3477,Pune,4,3,2000,Yes,154.21
1347,Delhi,1,3,2003,Yes,67.25
1136,Hyderabad,3,2,2019,Yes,77.96
1158,Bangalore,5,1,1998,No,48.74
2219,Pune,3,1,2003,Yes,88.29
2724,Hyderabad,5,2,2016,No,107.39
1615,Mumbai,2,3,2018,Yes,84.08
1159,Kolkata,3,1,2004,Yes,60.23
3862,Hyderabad,5,3,1996,Yes,166.2
1146,Kolkata,4,2,2007,No,80.32
1947,Pune,3,2,2010,Yes,68.65
1351,Mumbai,3,2,2014,No,66.77
3385,Chennai,5,2,2008,Yes,165.37
3501,Hyderabad,5,2,2019,No,132.01
2687,Delhi,4,2,1999,Yes,116.73
2730,Kolkata,4,3,2016,No,102.67
1221,Hyderabad,5,2,2021,No,58.02
1135,Chennai,1,1,2022,Yes,51.39
2326,Pune,4,1,2013,No,91.37
856,Chennai,3,1,2002,No,29.64
2485,Delhi,4,3,2013,No,124.26
3864,Pune,4,2,2007,Yes,147.23
3759,Chennai,2,1,2000,Yes,151.12
3564,Hyderabad,5,2,1999,No,158.81
3947,Chennai,2,2,2017,No,141.93
3132,Chennai,3,1,2014,No,113.44
1521,Bangalore,5,3,2013,No,90.46
1185,Kolkata,5,1,2005,Yes,87.12
1749,Pune,3,2,2008,No,78.5
3617,Kolkata,5,3,2012,Yes,162.87
2300,Delhi,1,1,2007,Yes,82.67
2519,Pune,5,3,1995,No,91.27
3687,Hyderabad,3,3,2005,No,127.7
2858,Pune,1,1,2019,No,98.39
3819,Chennai,4,1,2008,No,143.78
3519,Mumbai,5,2,1995,No,132.84
1059,Chennai,2,1,2016,No,50.87
1192,Mumbai,3,1,2008,No,56.6
1399,Bangalore,3,2,2017,No,46.83
1839,Kolkata,5,1,2011,No,75.63
1555,Bangalore,1,3,2016,No,54.03
3957,Mumbai,5,1,2001,Yes,175.88
3558,Chennai,2,3,2017,No,107.33
3881,Chennai,5,2,2003,No,146.56
1276,Kolkata,4,3,2013,Yes,85.3
1987,Kolkata,2,1,2014,Yes,82.5
2871,Pune,5,3,2011,Yes,148.17
2399,Kolkata,2,3,2014,Yes,96.14
3159,Pune,4,1,2013,No,128.65
3309,Bangalore,2,3,2021,Yes,128.32
2061,Pune,5,2,2020,No,97.84
2869,Pune,3,1,2010,No,109.44
3027,Pune,2,1,1999,No,97.52
2641,Bangalore,1,3,2017,No,87.62
2382,Pune,3,2,1997,No,106.12
3638,Mumbai,2,1,2021,No,125.4
2559,Delhi,3,3,1996,No,93.67
1529,Delhi,4,2,2017,Yes,71.3
2298,Pune,3,2,2004,No,100.63
1548,Pune,1,1,2020,No,51.34
1515,Kolkata,5,1,1999,No,70.02
3186,Kolkata,2,2,2020,No,124.57
1330,Pune,3,3,2022,No,71.72
1491,Kolkata,1,3,2006,No,58.74
3009,Kolkata,2,3,2007,Yes,99.04
3932,Mumbai,2,2,2011,Yes,147.76
1908,Bangalore,3,3,2012,Yes,106.88
2370,Delhi,2,1,2014,Yes,69.51
1289,Kolkata,4,1,2021,No,51.77
804,Kolkata,5,3,2018,No,41.73
875,Chennai,2,1,2015,Yes,51.92
2076,Pune,4,2,2010,No,90.49
2854,Kolkata,3,3,1995,No,101.4
3528,Chennai,3,2,2006,No,122.34
1272,Hyderabad,2,2,2018,Yes,63.73
2181,Mumbai,3,1,1998,Yes,89.52
3659,Hyderabad,4,1,1998,No,136.46
1637,Bangalore,4,3,2014,No,66.22
1402,Chennai,1,2,2007,Yes,64.78
1986,Pune,4,2,2008,No,92.08
3165,Pune,3,3,2016,Yes,138.7
2281,Mumbai,1,2,2014,Yes,90.31
2564,Hyderabad,4,2,2000,Yes,120.28
2498,Pune,1,3,2018,Yes,100.22
1031,Chennai,5,2,2001,No,49.29
1127,Bangalore,3,1,2017,Yes,54.38
3085,Pune,2,1,1996,No,100.7
1943,Pune,5,2,2013,Yes,96.45
1749,Chennai,2,2,2001,No,73.97
2686,Bangalore,4,3,2000,No,121.82
3742,Chennai,4,1,2009,Yes,150.58
3466,Mumbai,3,3,2008,No,131.74
3097,Pune,5,3,2022,Yes,136.98
2159,Delhi,2,1,2020,Yes,111.38
2107,Kolkata,5,3,2003,No,93.81
997,Kolkata,5,1,1995,Yes,80.58
1215,Mumbai,4,1,2022,No,70.4
3579,Hyderabad,3,3,2011,No,130.11
2218,Hyderabad,3,1,2018,Yes,108.98
1737,Hyderabad,5,3,2021,No,78.44
2043,Delhi,3,1,2006,No,95.0
2039,Chennai,5,3,1996,Yes,104.01
2138,Delhi,4,2,2019,Yes,109.79
2491,Bangalore,2,1,2012,No,78.08
1015,Pune,3,1,2008,Yes,58.69
2449,Bangalore,2,3,2012,Yes,93.76
1984,Bangalore,2,3,2014,No,76.84
3662,Chennai,4,1,2011,Yes,129.45
1409,Bangalore,1,1,2005,No,44.12
3358,Delhi,1,2,2007,Yes,110.31
1717,Hyderabad,3,2,2017,Yes,64.34
956,Kolkata,4,1,2010,No,45.1
961,Kolkata,5,2,2018,No,74.97
841,Mumbai,4,1,2013,No,57.48
3150,Hyderabad,1,2,2001,No,115.88
2153,Mumbai,5,3,2009,Yes,97.33
2386,Mumbai,1,3,2013,No,81.25
3861,Delhi,4,1,2012,No,141.72
3611,Pune,5,1,2003,No,140.8
2252,Delhi,3,1,2004,Yes,92.63
919,Mumbai,4,1,2005,No,48.28
1898,Pune,4,1,2020,Yes,89.24
2837,Chennai,1,2,2019,No,96.01
3521,Delhi,1,2,2010,Yes,120.41
3508,Bangalore,2,1,2015,Yes,121.96
922,Kolkata,2,1,2005,Yes,36.59
3500,Bangalore,4,3,2006,No,122.12
3768,Bangalore,4,3,1996,Yes,162.15
3861,Delhi,2,1,2015,No,123.77
1588,Chennai,5,3,2006,Yes,73.46
1056,Pune,2,2,2001,Yes,53.43
2660,Delhi,5,3,2001,No,124.26
3604,Delhi,3,1,2020,Yes,135.74
3445,Delhi,1,2,1997,Yes,124.23
2092,Pune,2,1,2020,No,70.21
3638,Chennai,3,1,1996,Yes,141.38
1972,Kolkata,1,2,2000,Yes,84.1
1971,Delhi,5,1,2021,Yes,103.65
1479,Hyderabad,4,2,2007,No,81.0
3880,Mumbai,5,1,2011,Yes,154.98
2001,Pune,4,1,1998,No,86.04
3643,Hyderabad,2,3,2002,No,121.74
1407,Chennai,2,3,1999,Yes,82.53
1130,Mumbai,1,1,2001,No,32.15
2903,Delhi,5,3,2004,Yes,141.56
2030,Hyderabad,2,2,2012,Yes,87.93
2952,Hyderabad,1,3,2013,No,112.16
1346,Mumbai,5,2,2014,Yes,68.85
1592,Bangalore,4,3,1998,No,89.85
2704,Hyderabad,1,3,2010,No,92.93
2178,Chennai,4,3,2012,No,82.06
2482,Hyderabad,2,3,2015,Yes,106.96
1288,Hyderabad,3,2,1996,Yes,71.5
2622,Hyderabad,3,2,2005,No,92.9
2326,Hyderabad,5,1,2022,No,106.97
3921,Chennai,3,2,2002,No,154.31
3958,Bangalore,4,2,1995,Yes,130.94
3150,Hyderabad,4,2,1997,Yes,140.65
3872,Mumbai,5,3,2018,No,156.51
1449,Kolkata,5,2,1997,No,66.0
1447,Chennai,5,2,2001,No,70.75
2185,Delhi,2,1,2002,Yes,94.6
1180,Bangalore,4,1,2020,Yes,69.19
3009,Chennai,5,3,2005,No,124.36
2866,Hyderabad,5,3,2013,Yes,122.58
3821,Chennai,2,3,1996,No,139.89
2663,Kolkata,2,2,2002,Yes,89.05
3090,Hyderabad,5,2,2018,No,114.75
928,Pune,2,3,2010,Yes,51.04
1999,Hyderabad,5,1,2014,Yes,96.07
1208,Kolkata,2,3,2003,No,53.84
1591,Mumbai,5,2,2012,No,82.73
3790,Bangalore,1,2,1996,No,132.1
1907,Chennai,2,2,2003,No,81.09
1021,Bangalore,1,2,1997,Yes,43.69
2239,Delhi,4,3,2018,No,94.74
3292,Pune,2,3,2007,Yes,129.48
1417,Hyderabad,5,3,2022,No,72.09
2148,Kolkata,3,1,2003,Yes,100.39
3370,Mumbai,3,1,2000,No,109.95
3013,Hyderabad,1,1,2022,Yes,100.52
3555,Kolkata,1,1,2021,Yes,123.05
3590,Mumbai,2,1,2015,No,120.5
3856,Delhi,4,3,2015,No,162.38
3760,Chennai,5,3,2018,No,154.65
1836,Pune,4,2,2018,Yes,113.21
3212,Mumbai,2,2,1995,Yes,118.85
1024,Hyderabad,1,3,2005,Yes,40.68
3843,Bangalore,5,1,2011,Yes,169.32
3041,Delhi,4,2,2019,Yes,126.68
856,Hyderabad,1,3,1995,No,40.03
3060,Mumbai,1,1,2008,Yes,117.88
2203,Hyderabad,5,2,1997,No,98.68
916,Chennai,1,1,2015,No,29.52
3446,Pune,4,3,2007,Yes,142.61
1209,Kolkata,3,3,2018,No,53.55
2716,Mumbai,3,2,2004,No,98.5
3659,Chennai,4,3,1998,Yes,151.22
3776,Chennai,1,3,2005,Yes,123.74
3984,Delhi,2,3,2008,Yes,155.85
2783,Hyderabad,1,2,2013,Yes,113.22
2851,Chennai,1,1,2001,Yes,107.53
822,Delhi,5,1,2015,No,61.24
3768,Bangalore,2,2,2004,Yes,140.2
1544,Hyderabad,1,1,2001,No,61.21
1401,Delhi,2,1,2020,Yes,60.16
3835,Mumbai,2,3,2014,Yes,135.97
3963,Delhi,1,3,2014,No,127.7
3316,Pune,5,3,1998,No,130.42
1769,Bangalore,1,3,2007,No,57.57
1978,Delhi,3,2,2008,No,84.71
2642,Bangalore,2,2,1997,Yes,115.58
3474,Hyderabad,5,1,2002,No,142.04
3054,Delhi,3,1,2000,No,110.26
3861,Chennai,3,3,2005,No,148.99
880,Chennai,2,3,2020,No,61.92
3462,Hyderabad,3,2,2002,Yes,138.49
1282,Mumbai,5,3,2021,No,83.42
3439,Chennai,3,2,2004,Yes,125.31
2230,Pune,4,2,2020,No,86.16
3974,Chennai,1,2,2021,Yes,146.94
832,Pune,1,3,2012,Yes,42.71
2882,Delhi,1,1,2016,Yes,115.6
2072,Hyderabad,1,2,2015,Yes,79.49
3847,Delhi,3,1,2017,No,132.33
3921,Pune,1,1,1996,Yes,139.79
1079,Mumbai,4,2,2007,Yes,58.02
2807,Kolkata,3,3,2021,Yes,116.19
2999,Chennai,3,2,2001,Yes,137.95
2482,Pune,3,2,1995,No,82.48
2374,Chennai,5,2,2019,No,83.91
1500,Kolkata,5,1,1998,Yes,99.33
2579,Bangalore,2,3,2012,No,85.98
3582,Mumbai,3,1,2013,No,140.18
1818,Delhi,1,1,2015,No,59.53
2053,Pune,4,1,2011,Yes,99.54
1464,Bangalore,4,1,2008,Yes,92.88
3770,Hyderabad,3,3,1999,No,147.05
2111,Pune,5,2,2011,No,87.27
2218,Hyderabad,5,3,2018,No,100.01
3300,Kolkata,3,2,2006,No,107.36
3467,Pune,1,1,2005,No,111.63
1856,Hyderabad,1,2,2015,No,71.11
2738,Kolkata,5,2,2021,No,94.92
2186,Pune,3,3,2011,Yes,88.96
1934,Pune,2,1,2020,No,80.82
1944,Delhi,3,3,2017,No,90.2
2863,Delhi,3,2,1999,Yes,137.34
1538,Delhi,5,3,2015,Yes,79.21
2346,Mumbai,2,1,2022,No,69.69
3562,Hyderabad,2,2,2008,Yes,136.08
3561,Delhi,2,1,2019,Yes,128.61
2945,Chennai,1,3,2001,No,105.91
2963,Delhi,3,2,1995,Yes,123.12
3812,Pune,5,2,2013,Yes,139.68
2294,Pune,4,1,1996,No,95.31
2262,Chennai,1,2,2012,No,86.16
1148,Bangalore,5,2,1995,No,62.7
1031,Pune,5,2,2012,Yes,80.6
2796,Pune,3,1,2006,Yes,121.56
3982,Delhi,2,2,2014,No,149.46
3883,Delhi,4,1,2015,No,141.55
3831,Pune,5,1,2008,No,147.65
2356,Chennai,1,3,1999,No,91.88
3486,Pune,1,2,2019,No,116.79
3132,Delhi,3,1,2005,Yes,132.77
2770,Hyderabad,2,2,2019,No,98.37
2456,Delhi,5,1,2020,No,88.29
3483,Kolkata,5,2,2007,Yes,160.09
2742,Delhi,2,2,2003,No,89.37
1344,Kolkata,4,1,2014,Yes,83.35
1191,Chennai,5,2,2019,Yes,67.93
1993,Pune,3,2,2014,Yes,80.84
2924,Delhi,1,3,2003,No,102.39
2788,Bangalore,2,3,2013,No,102.49
1096,Hyderabad,2,3,2015,No,43.35
3177,Delhi,2,3,2004,No,106.26
1886,Mumbai,5,1,2006,No,98.43
1069,Kolkata,4,3,2004,Yes,77.08
3063,Bangalore,4,2,2007,No,119.99
1898,Delhi,2,2,2011,Yes,90.66
2509,Mumbai,1,3,2004,No,101.19
1309,Chennai,5,1,2022,No,84.99
3426,Mumbai,5,3,2002,Yes,152.5
1916,Pune,3,3,2005,No,85.95
1876,Hyderabad,2,2,2021,No,63.41
1295,Pune,3,1,2016,No,57.12
3795,Chennai,5,2,1999,Yes,149.46
893,Chennai,5,3,2015,No,68.12
1424,Chennai,2,2,2006,Yes,47.93
1028,Mumbai,5,2,2005,No,53.94
3097,Mumbai,3,3,1998,No,126.43
2214,Kolkata,4,1,2020,Yes,115.38
1520,Chennai,4,1,2011,No,80.36
1779,Mumbai,1,2,2002,No,47.78
3029,Pune,2,2,2003,No,93.84
1066,Delhi,5,2,2020,Yes,79.46
1803,Bangalore,5,3,2020,No,70.36
1080,Chennai,3,2,2020,No,41.05
1761,Pune,1,1,2002,No,62.59
3514,Mumbai,1,3,2008,Yes,131.44
1906,Bangalore,3,2,2022,Yes,88.53
2009,Kolkata,2,2,1999,No,86.67
3378,Chennai,3,2,2007,No,129.79
2171,Mumbai,5,1,2008,Yes,81.28
1222,Kolkata,5,1,1995,No,70.03
3828,Mumbai,4,2,2010,No,137.63
2805,Bangalore,1,1,1999,No,99.48
1253,Mumbai,4,1,2022,Yes,60.26
3114,Bangalore,2,1,2013,No,129.81
1306,Pune,2,2,1999,Yes,93.98
1965,Kolkata,1,3,1997,Yes,92.39
1115,Kolkata,1,2,2001,Yes,75.72
2499,Chennai,1,3,2015,No,77.42
1563,Mumbai,2,2,2009,Yes,83.89
2055,Delhi,2,1,2002,Yes,85.83
1697,Bangalore,4,1,2019,Yes,110.09
1752,Pune,4,2,2021,Yes,89.33
3722,Hyderabad,4,2,2015,No,134.73
2395,Delhi,4,3,2019,Yes,90.32
3763,Chennai,4,1,2008,No,142.86
2869,Pune,4,1,2020,Yes,117.36
1183,Bangalore,2,3,2015,No,44.94
3997,Pune,3,3,1997,Yes,161.62
902,Kolkata,4,3,2012,Yes,74.91
1699,Hyderabad,2,2,2016,Yes,77.49
3580,Kolkata,2,1,2021,No,109.7
909,Pune,4,2,2014,Yes,60.26
3936,Pune,2,1,2009,No,126.88
2295,Chennai,5,1,2013,No,94.13
1469,Delhi,1,3,1999,No,66.61
3947,Pune,2,1,2019,No,156.76
3890,Kolkata,4,3,2008,Yes,155.78
1183,Mumbai,5,2,2008,No,70.34
2820,Pune,3,2,2002,Yes,92.79
3037,Pune,5,1,2015,No,114.52
1561,Chennai,3,3,2007,Yes,78.22
3207,Chennai,2,2,1995,Yes,99.49
3722,Kolkata,1,2,2015,No,127.56
1685,Chennai,2,3,1998,No,78.87
2926,Kolkata,2,2,2021,No,97.46
3443,Hyderabad,1,1,2012,No,104.11
2035,Kolkata,2,2,2004,No,63.47
3733,Chennai,5,1,2019,Yes,137.51
1814,Pune,5,3,2019,Yes,102.78
2268,Pune,2,3,2005,No,84.44
2996,Bangalore,5,2,2003,Yes,129.8
809,Chennai,5,1,2013,Yes,56.6
2365,Bangalore,4,1,2015,Yes,113.53
1591,Delhi,1,2,1997,No,60.29
2767,Kolkata,5,3,2014,Yes,129.42
1878,Chennai,3,3,2002,No,70.4
3719,Hyderabad,4,2,1996,Yes,151.19
2462,Hyderabad,3,2,2019,No,102.09
3027,Kolkata,5,3,2016,No,146.24
1543,Delhi,3,2,2007,No,80.65
3228,Hyderabad,2,3,2002,Yes,133.5
1250,Mumbai,2,3,2005,No,65.61
1916,Pune,1,1,2016,Yes,81.01
3241,Pune,3,2,2014,Yes,123.88
3812,Bangalore,4,3,1999,Yes,154.94
2154,Pune,1,2,2007,Yes,76.17
2531,Delhi,1,1,2012,No,62.52
3280,Pune,4,3,2009,Yes,141.06
3801,Chennai,5,2,2009,Yes,161.79
1986,Mumbai,4,1,1997,Yes,82.54
3793,Bangalore,5,1,2011,Yes,163.07
3911,Kolkata,3,1,1998,No,137.41
3613,Bangalore,1,3,2017,Yes,140.7
1707,Bangalore,5,2,1997,Yes,107.03
2932,Chennai,5,2,1997,Yes,148.81
3631,Pune,2,1,1998,No,116.24
2548,Chennai,4,1,2015,No,98.27
3663,Delhi,4,2,2022,No,134.71
1914,Hyderabad,3,1,2018,Yes,88.12
2307,Pune,4,1,2011,No,64.32
2076,Chennai,1,2,2019,No,73.22
2613,Delhi,3,3,2021,No,84.14
2478,Delhi,1,2,2008,No,102.5
2067,Chennai,3,2,2002,Yes,92.71
3554,Chennai,3,1,2013,No,130.16
3117,Mumbai,2,1,2010,No,100.74
3688,Chennai,1,1,2005,No,122.34
3890,Bangalore,2,3,1995,Yes,142.89
1863,Pune,1,3,2000,Yes,91.15
2433,Kolkata,1,1,2013,No,68.37
3363,Delhi,2,1,2018,Yes,103.72
1856,Kolkata,1,2,1999,Yes,81.94
1249,Bangalore,2,3,2009,Yes,86.11
3532,Hyderabad,5,1,2022,No,130.32
2672,Bangalore,2,3,2001,No,109.52
1424,Delhi,3,1,2012,Yes,74.51
2769,Hyderabad,1,1,2002,No,100.86
1684,Pune,3,2,2022,No,80.79
1118,Mumbai,3,1,2002,Yes,81.21
3995,Mumbai,1,3,2013,Yes,142.27
2195,Hyderabad,1,1,2009,Yes,79.02
2174,Bangalore,1,3,2020,No,60.81
2146,Bangalore,1,2,2012,No,83.43
1287,Chennai,1,2,2010,No,37.92
1250,Mumbai,4,1,1999,Yes,60.33
1152,Mumbai,1,2,2021,No,38.75
1939,Pune,1,1,2002,No,68.1
3802,Chennai,5,2,2019,Yes,178.68
3884,Delhi,1,3,2011,No,128.12
2740,Delhi,5,1,2010,No,107.75
3167,Pune,5,3,2009,Yes,128.82
2932,Delhi,1,3,2002,No,108.09
1047,Mumbai,4,2,2005,No,43.32
1367,Bangalore,4,3,2016,Yes,54.69
1483,Chennai,5,1,2008,Yes,91.45
1443,Delhi,3,2,2012,Yes,75.96
1278,Delhi,1,2,2012,Yes,59.47
3560,Delhi,1,1,1997,Yes,123.83
1167,Delhi,1,2,2002,No,54.95
2644,Bangalore,3,3,2005,Yes,110.07
1156,Bangalore,4,1,1999,Yes,64.46
3255,Hyderabad,1,3,2019,No,114.17
2168,Kolkata,2,2,1999,Yes,92.99
3026,Pune,2,3,2018,Yes,110.45
2266,Kolkata,3,2,2021,No,106.41
2642,Mumbai,2,1,1999,No,80.26
3214,Delhi,1,1,2004,No,95.55
1859,Pune,5,1,2009,Yes,103.5
3310,Mumbai,2,3,2001,Yes,127.62
2444,Bangalore,4,3,2001,No,97.73
1627,Delhi,4,2,2016,Yes,72.39
1969,Kolkata,3,1,2010,No,63.58
2611,Bangalore,3,1,2000,No,90.89
2724,Hyderabad,1,2,2020,Yes,110.56
2993,Delhi,2,1,2005,No,107.96
3227,Bangalore,1,3,2017,Yes,106.72
967,Kolkata,5,1,2007,No,62.5
886,Pune,1,3,2014,Yes,50.36
953,Pune,1,3,2008,Yes,52.36
3344,Kolkata,5,2,2020,Yes,125.67
1114,Bangalore,3,1,2003,No,72.39
2654,Bangalore,1,2,1999,No,71.44
1522,Kolkata,2,1,2019,Yes,61.39
2781,Chennai,2,2,1999,No,94.47
2653,Kolkata,1,3,2000,No,81.48
2529,Delhi,5,2,2013,No,110.7
3611,Chennai,1,3,2002,Yes,145.55
3109,Kolkata,3,3,2016,Yes,109.88
3334,Bangalore,2,3,2013,Yes,143.37
3301,Pune,2,1,2016,No,111.5
3290,Delhi,5,1,1999,Yes,132.37
3390,Pune,2,2,2017,No,126.03
1928,Bangalore,1,3,1997,Yes,96.84
2823,Kolkata,4,3,2016,Yes,124.46
1149,Kolkata,1,1,2003,Yes,62.43
1623,Chennai,4,3,2020,Yes,92.66
1237,Kolkata,4,2,1996,No,60.91
2804,Kolkata,4,1,2002,No,97.63
968,Delhi,1,1,2007,Yes,42.59
822,Hyderabad,3,2,2004,No,40.43
3835,Chennai,2,3,2004,Yes,176.25
3523,Delhi,1,1,2006,No,130.2
1080,Hyderabad,4,2,2018,Yes,67.82
3569,Hyderabad,1,1,2009,No,132.07
3100,Pune,5,3,2018,No,113.79
1203,Mumbai,5,2,2009,No,73.88
2980,Delhi,1,2,2018,Yes,108.89
3465,Kolkata,4,3,2019,Yes,148.25
1031,Bangalore,2,3,2015,No,74.12
3392,Kolkata,2,3,2008,Yes,141.71
878,Delhi,5,2,2019,No,41.68
1858,Hyderabad,4,3,2003,No,70.75
3342,Bangalore,1,3,2019,Yes,130.1
1933,Mumbai,5,2,1997,No,102.52
2144,Mumbai,2,3,2021,Yes,99.4
3175,Pune,1,2,2004,No,93.74
3814,Pune,2,3,2005,No,142.08
3537,Kolkata,4,1,2006,Yes,147.95
3231,Mumbai,5,3,1999,Yes,143.18
2187,Delhi,3,2,2022,Yes,104.92
2439,Hyderabad,4,3,2003,No,105.78
2237,Delhi,5,1,2018,Yes,113.76
1346,Pune,3,2,1999,Yes,74.16
2529,Delhi,4,2,2018,Yes,108.41
3239,Delhi,4,1,1996,Yes,118.28
3973,Delhi,1,3,2008,Yes,135.7
2116,Delhi,2,3,2008,Yes,85.37
1908,Bangalore,1,1,2018,No,65.48
1708,Pune,1,2,2008,No,75.87
2024,Mumbai,5,1,2020,No,92.55
1484,Mumbai,2,3,1999,No,75.29
3388,Bangalore,3,2,2001,Yes,128.31
3144,Pune,5,3,2016,No,125.91
2903,Kolkata,4,1,2013,No,108.06
3887,Hyderabad,1,1,1999,No,120.39
2475,Bangalore,2,1,1995,Yes,100.96
2913,Pune,2,1,1997,No,103.24
1757,Bangalore,5,1,2003,Yes,95.92
2482,Kolkata,5,1,2000,No,103.34
2732,Delhi,1,3,2008,Yes,102.25
2404,Bangalore,2,2,2010,Yes,101.96
3894,Bangalore,4,2,2006,No,147.05
1501,Chennai,5,2,2009,Yes,77.84
3607,Kolkata,4,1,2012,No,123.74
3333,Kolkata,2,3,2008,Yes,123.6
1620,Pune,1,1,1995,No,71.92
1687,Delhi,2,3,2011,No,37.39
2719,Bangalore,1,3,2019,No,101.09
2128,Delhi,1,2,2018,No,91.03
3024,Hyderabad,5,2,2020,Yes,125.5
3042,Pune,3,3,2011,No,127.28
3884,Kolkata,4,1,2005,No,153.12
1675,Kolkata,5,2,2020,No,88.75
965,Mumbai,1,3,2009,Yes,44.84
1973,Chennai,3,3,1997,No,76.59
1356,Chennai,1,1,2011,Yes,65.18
1997,Pune,2,3,2000,Yes,85.64
3014,Chennai,2,3,2002,Yes,143.85
1508,Mumbai,5,2,2013,No,95.78
1517,Delhi,5,2,2003,No,53.87
2403,Kolkata,1,1,2020,Yes,98.6
2944,Bangalore,5,2,2009,Yes,130.06
3526,Kolkata,5,3,2019,Yes,162.17
3251,Pune,2,2,2005,No,127.48
1900,Hyderabad,2,2,2001,Yes,94.1
2819,Hyderabad,3,2,2001,Yes,107.13
2060,Pune,5,1,2000,Yes,94.79
1090,Chennai,2,1,2011,Yes,48.28
2983,Bangalore,2,2,2007,No,106.06
3736,Kolkata,2,3,2015,No,141.37
3728,Chennai,3,1,2002,Yes,132.45
3214,Chennai,5,3,2010,Yes,131.77
3395,Delhi,4,3,2022,Yes,133.46
3749,Delhi,2,1,2017,No,108.08
3095,Kolkata,1,2,2009,Yes,108.9
3613,Chennai,1,3,2014,Yes,130.69
2037,Mumbai,4,3,2015,No,82.24
2917,Pune,2,2,1997,No,108.67
1545,Hyderabad,4,2,2010,No,80.84
3843,Mumbai,5,1,2003,No,158.39
3176,Pune,1,2,2002,No,116.06
3887,Bangalore,2,3,2010,Yes,140.77
1997,Bangalore,5,2,2012,No,88.01
1498,Mumbai,5,3,2016,Yes,83.63
3653,Chennai,5,1,2001,Yes,135.09
3121,Hyderabad,4,1,2000,No,127.29
1323,Chennai,5,1,1996,Yes,76.01
2645,Kolkata,3,2,2004,No,109.33
3066,Kolkata,3,3,2005,No,115.05
1823,Bangalore,4,3,2003,No,93.19
3360,Chennai,4,2,2001,Yes,114.26
3982,Delhi,1,2,2018,No,128.36
2810,Bangalore,2,1,2002,Yes,105.68
1263,Kolkata,4,1,2007,No,67.45
2464,Pune,3,1,2002,No,88.99
3964,Hyderabad,2,3,2010,Yes,132.13
1250,Pune,4,2,2013,Yes,59.08
2219,Chennai,5,1,1999,Yes,123.66
2715,Pune,4,1,2018,Yes,123.51
1723,Pune,3,2,2000,No,77.55
3780,Mumbai,2,1,2009,No,127.07
3326,Mumbai,5,2,2007,No,144.19
1115,Pune,5,2,2009,Yes,73.19
1470,Bangalore,3,3,2021,No,68.33
1497,Hyderabad,5,1,1995,No,67.98
1792,Pune,3,3,2008,No,89.68
2176,Hyderabad,4,1,1997,Yes,88.54
3615,Delhi,3,3,1999,Yes,128.55
2062,Bangalore,3,2,2021,No,78.08
1927,Hyderabad,4,2,2003,No,81.98
1706,Delhi,1,2,2001,No,65.47
3725,Hyderabad,5,3,1996,No,155.61
1852,Delhi,3,3,2017,No,78.0
888,Kolkata,4,3,1999,No,46.35
3222,Kolkata,3,1,2021,Yes,130.86
2386,Chennai,3,1,2000,No,101.27
1163,Mumbai,1,2,2008,Yes,70.11
2994,Chennai,5,2,2001,Yes,124.54
1113,Hyderabad,4,1,2011,No,37.77
1347,Delhi,2,2,2022,No,59.62
1595,Chennai,4,1,2018,Yes,79.23
3746,Chennai,4,1,2011,No,129.54
2329,Bangalore,3,3,1999,Yes,113.33
2309,Chennai,5,2,2022,No,115.35
2948,Bangalore,1,1,2015,No,97.14
906,Kolkata,3,2,2017,Yes,54.4
1656,Chennai,3,2,2015,No,52.54
3784,Hyderabad,5,2,1997,No,149.05
1090,Kolkata,3,3,2017,No,57.71
2172,Chennai,1,1,2006,No,81.39
1416,Delhi,4,1,2010,No,47.99
2556,Kolkata,1,3,2016,No,83.99
3435,Delhi,1,1,2019,Yes,118.73
2050,Pune,4,2,2002,No,73.55
3443,Kolkata,2,1,2017,No,115.33
1776,Pune,2,1,2018,No,70.18
2836,Bangalore,2,2,1995,No,95.11
2411,Kolkata,3,2,2002,Yes,95.52
2590,Delhi,5,3,2006,No,121.96
3921,Pune,3,1,2012,No,147.94
1667,Hyderabad,3,1,2000,Yes,72.52
3817,Chennai,1,1,2003,No,130.47
3569,Delhi,2,2,2003,Yes,129.0
957,Hyderabad,1,2,2020,Yes,35.76
1127,Hyderabad,3,1,2014,No,41.36
3948,Kolkata,3,2,2011,No,143.38
3582,Chennai,4,1,1999,No,109.47
3480,Chennai,1,3,2006,No,125.33
2277,Hyderabad,1,3,2005,Yes,101.75
3174,Bangalore,3,2,1996,No,113.96
3355,Kolkata,1,3,2006,Yes,123.17
1669,Delhi,5,2,2022,No,53.61
1930,Chennai,2,3,1996,No,50.93
1040,Bangalore,3,3,2012,Yes,57.3
3282,Mumbai,5,1,2011,Yes,147.48
3899,Mumbai,5,3,2011,Yes,150.71
3551,Chennai,4,2,2009,No,139.25
2187,Chennai,2,3,2014,Yes,97.16
2548,Mumbai,5,2,2020,Yes,113.08
2356,Pune,5,1,2014,No,93.75
2490,Bangalore,4,2,1995,Yes,129.61
2362,Chennai,4,2,2000,No,94.88
3436,Kolkata,5,3,2020,Yes,159.8
1212,Mumbai,2,1,2003,Yes,68.94
2758,Mumbai,3,2,1995,No,103.35
1368,Mumbai,1,2,2010,No,57.59
